200201	2002	1	1	35	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10	15	8	"HOURS PER DAY"	2	2
200202	2002	2	2	30	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	8		8	"HOURS PER DAY"	1	1
200401	2004	1	1	42	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	7	10	8	"HOURS PER DAY"	2	1
200402	2004	2	2	39	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	6				1	2
200601	2006	1	1	76	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	16		7	"DAYS PER WEEK"	2	2
200602	2006	2	2	69	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	16	55			2	2
200603	2006	1	3	47	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	7		8	"HOURS PER DAY"	2	1
200604	2006	2	3	35	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	5				2	2
200901	2009	1	1	55	1	4	"LINGAYATH"	"KANNADA"	0	0	1	0	0	0	9		6	"DAYS PER WEEK"	2	2
200902	2009	2	2	40	1	3	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10	23	6	"DAYS PER WEEK"	1	1
201001	2010	1	1	43	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	7		8	"HOURS PER DAY"	2	2
201002	2010	2	2	33	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	5	19	8	"HOURS PER DAY"	2	2
201102	2011	2	1	72	1	4	"LINGAYATH"	"KANNADA"	0	1	1	0	0	0	12		8	"HOURS PER DAY"	2	2
201103	2011	2	2	21	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	11				2	2
201201	2012	1	1	60	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	16		2	"DAYS PER WEEK"	2	2
201202	2012	2	2	55	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	16				1	2
